"pkmnFormId","pkmnSpeciesId","orderNum","name","formName","formTypeId","regionId","isDefault","isBattleOnly","isCosmetic","isEvent","isSexuallyDimorphic","isSpecial","typeId1","typeId2","hp","att","def","spAtt","spDef","spd","specialStat","height","weight","generationId","genderRatioId","colorId","shapeId","abilityId1","abilityId2","abilityIdHidden","eggGroupId1","eggGroupId2","category","friendship","exp","hpEVs","attEVs","defEVs","spAttEVs","spDefEVs","spdEVs","friendAreaId","isGigantic","pSpeed","pPower","pSkill","pStamina","pJump","pokeAPIId","pokeAPIPokemonId"
"1083","793","0","Nihilego",NULL,NULL,NULL,"1","0","0","0","0","0","6","4","109","53","47","127","131","103",NULL,"12","555","7","1","9","10","224",NULL,NULL,"15",NULL,"Parasite","0","285","0","0","0","0","3","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"793","793"
"1084","794","0","Buzzwole",NULL,NULL,NULL,"1","0","0","0","0","0","7","2","107","139","139","53","53","79",NULL,"24","3336","7","1","8","10","224",NULL,NULL,"15",NULL,"Swollen","0","285","0","1","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"794","794"
"1085","795","0","Pheromosa",NULL,NULL,NULL,"1","0","0","0","0","0","7","2","71","137","37","137","37","151",NULL,"18","250","7","1","9","12","224",NULL,NULL,"15",NULL,"Lissome","0","285","0","0","0","0","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"795","795"
"1086","796","0","Xurkitree",NULL,NULL,NULL,"1","0","0","0","0","0","13",NULL,"83","89","71","173","71","83",NULL,"38","1000","7","1","1","6","224",NULL,NULL,"15",NULL,"Glowing","0","285","0","0","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"796","796"
"1087","797","0","Celesteela",NULL,NULL,NULL,"1","0","0","0","0","0","9","3","97","101","103","107","101","61",NULL,"92","9999","7","1","5","12","224",NULL,NULL,"15",NULL,"Launch","0","285","0","1","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"797","797"
"1088","798","0","Kartana",NULL,NULL,NULL,"1","0","0","0","0","0","12","9","59","181","131","59","31","109",NULL,"3","1","7","1","9","12","224",NULL,NULL,"15",NULL,"Drawn Sword","0","285","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"798","798"
"1089","799","0","Guzzlord",NULL,NULL,NULL,"1","0","0","0","0","0","17","16","223","101","53","97","53","43",NULL,"55","8880","7","1","1","6","224",NULL,NULL,"15",NULL,"Junkivore","0","285","3","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"799","799"
"1090","800","0","Necrozma",NULL,NULL,NULL,"1","0","0","0","0","0","14",NULL,"97","107","101","127","89","79",NULL,"24","2300","7","1","1","4","232",NULL,NULL,"15",NULL,"Prism","0","300","0","1","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"800","800"
"1091","800","1","Dusk Mane Necrozma","Dusk Mane","1",NULL,"0","0","0","0","0","0","14","9","97","157","127","113","109","77",NULL,"38","4600","7","1","10","8","232",NULL,NULL,"15",NULL,"Prism","0","340","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10314","10155"
"1092","800","2","Dawn Wings Necrozma","Dawn Wings","1",NULL,"0","0","0","0","0","0","14","8","97","113","109","157","127","77",NULL,"42","3500","7","1","2","9","232",NULL,NULL,"15",NULL,"Prism","0","340","0","0","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10315","10156"
"1093","800","3","Ultra Necrozma","Ultra","1",NULL,"0","0","0","0","0","0","14","16","97","167","97","167","97","129",NULL,"75","2300","7","1","10","13","233",NULL,NULL,"15",NULL,"Prism","0","377","0","1","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10316","10157"
"1094","801","0","Magearna",NULL,NULL,NULL,"1","0","0","0","0","0","9","18","80","95","115","130","115","65",NULL,"10","805","7","1","4","12","220",NULL,NULL,"15",NULL,"Artificial","0","300","0","0","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"801","801"
"1095","801","1","Original Magearna","Original Color",NULL,NULL,"0","0","1","0","0","1","9","18","80","95","115","130","115","65",NULL,"10","805","7","1","8","12","220",NULL,NULL,"15",NULL,"Artificial","0","300","0","0","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10266","10147"
"1096","802","0","Marshadow",NULL,NULL,NULL,"1","0","0","0","0","0","2","8","90","125","80","90","90","125",NULL,"7","222","7","1","4","12","101",NULL,NULL,"15",NULL,"Gloomdweller","0","300","0","2","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"802","802"
"1097","803","0","Poipole",NULL,NULL,NULL,"1","0","0","0","0","0","4",NULL,"67","73","67","73","67","73",NULL,"6","18","7","1","7","6","224",NULL,NULL,"15",NULL,"Poison Pin","0","210","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"803","803"
"1098","804","0","Naganadel",NULL,NULL,NULL,"1","0","0","0","0","0","4","16","73","73","73","127","73","121",NULL,"36","1500","7","1","7","9","224",NULL,NULL,"15",NULL,"Poison Pin","0","270","0","0","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"804","804"
"1099","805","0","Stakataka",NULL,NULL,NULL,"1","0","0","0","0","0","6","9","61","131","211","53","101","13",NULL,"55","8200","7","1","4","8","224",NULL,NULL,"15",NULL,"Rampart","0","285","0","0","3","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"805","805"
"1100","806","0","Blacephalon",NULL,NULL,NULL,"1","0","0","0","0","0","10","8","53","127","53","151","79","107",NULL,"18","130","7","1","9","12","224",NULL,NULL,"15",NULL,"Fireworks","0","285","0","0","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"806","806"
"1101","807","0","Zeraora",NULL,NULL,NULL,"1","0","0","0","0","0","13",NULL,"88","112","75","102","80","143",NULL,"15","445","7","1","10","12","10",NULL,NULL,"15",NULL,"Thunderclap","0","300","0","0","0","0","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"807","807"
"1102","808","0","Meltan",NULL,NULL,NULL,"1","0","0","0","0","0","9",NULL,"46","65","65","55","35","34",NULL,"2","80","7","1","4","1","42",NULL,NULL,"15",NULL,"Hex Nut","0","150","0","1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"808","808"
"1103","809","0","Melmetal",NULL,NULL,NULL,"1","0","0","0","0","0","9",NULL,"135","143","143","80","65","34",NULL,"25","8000","7","1","4","12","89",NULL,NULL,"15",NULL,"Hex Nut","0","300","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"809","809"
"1104","809","1","Gigantamax Melmetal","Gigantamax Form","2",NULL,"0","1","0","0","0","1","9",NULL,"135","143","143","80","65","34",NULL,"250",NULL,"8","1","4","12","89",NULL,NULL,"15",NULL,"Hex Nut","0","300","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10376","10208"
"1105","810","0","Grookey",NULL,NULL,NULL,"1","0","0","0","0","0","12",NULL,"50","65","50","40","40","65",NULL,"3","50","8","7","5","6","65",NULL,"229","5","7","Chimp","50","62","0","1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"810","810"
"1106","811","0","Thwackey",NULL,NULL,NULL,"1","0","0","0","0","0","12",NULL,"70","85","70","55","60","80",NULL,"7","140","8","7","5","6","65",NULL,"229","5","7","Beat","50","147","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"811","811"
"1107","812","0","Rillaboom",NULL,NULL,NULL,"1","0","0","0","0","0","12",NULL,"100","125","90","60","70","85",NULL,"21","900","8","7","5","12","65",NULL,"229","5","7","Drummer","50","265","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"812","812"
"1108","812","1","Gigantamax Rillaboom","Gigantamax Form","2",NULL,"0","1","0","0","0","0","12",NULL,"100","125","90","60","70","85",NULL,"280",NULL,"8","7","5","12","65",NULL,"229","5","7","Drummer","50","265","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10377","10209"
"1109","813","0","Scorbunny",NULL,NULL,NULL,"1","0","0","0","0","0","10",NULL,"50","71","40","40","40","69",NULL,"3","45","8","7","9","6","66",NULL,"236","5","8","Rabbit","50","62","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"813","813"
"1110","814","0","Raboot",NULL,NULL,NULL,"1","0","0","0","0","0","10",NULL,"65","86","60","55","60","94",NULL,"6","90","8","7","4","6","66",NULL,"236","5","8","Rabbit","50","147","0","0","0","0","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"814","814"
"1111","815","0","Cinderace",NULL,NULL,NULL,"1","0","0","0","0","0","10",NULL,"80","116","75","65","75","119",NULL,"14","330","8","7","9","6","66",NULL,"236","5","8","Striker","50","265","0","0","0","0","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"815","815"
"1112","815","1","Gigantamax Cinderace","Gigantamax Form","2",NULL,"0","1","0","0","0","0","10",NULL,"80","116","75","65","75","119",NULL,"270",NULL,"8","7","9","6","66",NULL,"236","5","8","Striker","50","265","0","0","0","0","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10378","10210"
"1113","816","0","Sobble",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"50","40","40","70","40","70",NULL,"3","40","8","7","2","8","67",NULL,"97","2","5","Water Lizard","50","62","0","0","0","0","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"816","816"
"1114","817","0","Drizzile",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"65","60","55","95","55","90",NULL,"7","115","8","7","2","6","67",NULL,"97","2","5","Water Lizard","50","147","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"817","817"
"1115","818","0","Inteleon",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"70","85","65","125","65","120",NULL,"19","452","8","7","2","6","67",NULL,"97","2","5","Secret Agent","50","265","0","0","0","0","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"818","818"
"1116","818","1","Gigantamax Inteleon","Gigantamax Form","2",NULL,"0","1","0","0","0","0","11",NULL,"70","85","65","125","65","120",NULL,"400",NULL,"8","7","2","6","67",NULL,"97","2","5","Secret Agent","50","265","0","0","0","0","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10379","10211"
"1117","819","0","Skwovet",NULL,NULL,NULL,"1","0","0","0","0","0","1",NULL,"70","55","55","35","35","25",NULL,"3","25","8","5","3","6","167",NULL,"82","5",NULL,"Cheeky","50","55","1","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"819","819"
"1118","820","0","Greedent",NULL,NULL,NULL,"1","0","0","0","0","0","1",NULL,"120","95","95","55","75","20",NULL,"6","60","8","5","3","6","167",NULL,"82","5",NULL,"Greedy","50","161","2","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"820","820"
"1119","821","0","Rookidee",NULL,NULL,NULL,"1","0","0","0","0","0","3",NULL,"38","47","35","33","35","57",NULL,"2","18","8","5","2","9","51","127","145","4",NULL,"Tiny Bird","50","49","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"821","821"
"1120","822","0","Corvisquire",NULL,NULL,NULL,"1","0","0","0","0","0","3",NULL,"68","67","55","43","55","77",NULL,"8","160","8","5","2","9","51","127","145","4",NULL,"Raven","50","128","0","0","0","0","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"822","822"
"1121","823","0","Corviknight",NULL,NULL,NULL,"1","0","0","0","0","0","3","9","98","87","105","53","85","67",NULL,"22","750","8","5","7","9","46","127","240","4",NULL,"Raven","50","248","0","0","3","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"823","823"
"1122","823","1","Gigantamax Corviknight","Gigantamax Form","2",NULL,"0","1","0","0","0","0","3","9","98","87","105","53","85","67",NULL,"140",NULL,"8","5","7","9","46","127","240","4",NULL,"Raven","50","248","0","0","3","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10380","10212"
"1123","824","0","Blipbug",NULL,NULL,NULL,"1","0","0","0","0","0","7",NULL,"25","20","20","25","45","45",NULL,"4","80","8","5","2","14","68","14","140","3",NULL,"Larva","50","36","0","0","0","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"824","824"
"1124","825","0","Dottler",NULL,NULL,NULL,"1","0","0","0","0","0","7","14","50","35","80","50","90","30",NULL,"4","195","8","5","10","14","68","14","140","3",NULL,"Radome","50","117","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"825","825"
"1125","826","0","Orbeetle",NULL,NULL,NULL,"1","0","0","0","0","0","7","14","60","45","110","80","120","90",NULL,"4","408","8","5","8","9","68","119","140","3",NULL,"Seven Spot","50","253","0","0","0","0","3","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"826","826"
"1126","826","1","Gigantamax Orbeetle","Gigantamax Form","2",NULL,"0","1","0","0","0","0","7","14","60","45","110","80","120","90",NULL,"140",NULL,"8","5","8","9","68","119","140","3",NULL,"Seven Spot","50","253","0","0","0","0","3","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10381","10213"
"1127","827","0","Nickit",NULL,NULL,NULL,"1","0","0","0","0","0","17",NULL,"40","28","28","47","52","50",NULL,"6","89","8","5","3","8","50","84","198","5",NULL,"Fox","50","49","0","0","0","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"827","827"
"1128","828","0","Thievul",NULL,NULL,NULL,"1","0","0","0","0","0","17",NULL,"70","58","58","87","92","90",NULL,"12","199","8","5","3","8","50","84","198","5",NULL,"Fox","50","159","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"828","828"
"1129","829","0","Gossifleur",NULL,NULL,NULL,"1","0","0","0","0","0","12",NULL,"40","40","60","40","60","10",NULL,"4","22","8","5","5","5","238","144","27","7",NULL,"Flowering","50","50","0","0","0","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"829","829"
"1130","830","0","Eldegoss",NULL,NULL,NULL,"1","0","0","0","0","0","12",NULL,"60","50","90","80","120","60",NULL,"5","25","8","5","5","5","238","144","27","7",NULL,"Cotton Bloom","50","161","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"830","830"
"1131","831","0","Wooloo",NULL,NULL,NULL,"1","0","0","0","0","0","1",NULL,"42","40","55","40","45","48",NULL,"6","60","8","5","9","8","218","50","171","5",NULL,"Sheep","50","122","0","0","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"831","831"
"1132","832","0","Dubwool",NULL,NULL,NULL,"1","0","0","0","0","0","1",NULL,"72","80","100","60","90","88",NULL,"13","430","8","5","9","8","218","80","171","5",NULL,"Sheep","50","172","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"832","832"
"1133","833","0","Chewtle",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"50","64","50","38","38","44",NULL,"3","85","8","5","5","8","173","75","33","1","2","Snapping","50","57","0","1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"833","833"
"1134","834","0","Drednaw",NULL,NULL,NULL,"1","0","0","0","0","0","11","6","90","115","90","48","68","74",NULL,"10","1155","8","5","5","8","173","75","33","1","2","Bite","50","170","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"834","834"
"1135","834","1","Gigantamax Drednaw","Gigantamax Form","2",NULL,"0","1","0","0","0","0","11","6","90","115","90","48","68","74",NULL,"240",NULL,"8","5","5","8","173","75","33","1","2","Bite","50","170","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10382","10214"
"1136","835","0","Yamper",NULL,NULL,NULL,"1","0","0","0","0","0","13",NULL,"59","45","50","40","50","26",NULL,"3","135","8","5","10","8","237",NULL,"155","5",NULL,"Puppy","50","54","1","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"835","835"
"1137","836","0","Boltund",NULL,NULL,NULL,"1","0","0","0","0","0","13",NULL,"69","90","60","90","60","121",NULL,"10","340","8","5","10","8","173",NULL,"172","5",NULL,"Dog","50","172","0","0","0","0","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"836","836"
"1138","837","0","Rolycoly",NULL,NULL,NULL,"1","0","0","0","0","0","6",NULL,"30","40","50","40","50","30",NULL,"3","120","8","5","1","1","243","85","18","10",NULL,"Coal","50","48","0","0","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"837","837"
"1139","838","0","Carkol",NULL,NULL,NULL,"1","0","0","0","0","0","6","10","80","60","90","60","70","50",NULL,"11","780","8","5","1","7","243","49","18","10",NULL,"Coal","50","144","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"838","838"
"1140","839","0","Coalossal",NULL,NULL,NULL,"1","0","0","0","0","0","6","10","110","80","120","80","90","30",NULL,"28","3105","8","5","1","12","243","49","18","10",NULL,"Coal","50","255","0","0","3","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"839","839"
"1141","839","1","Gigantamax Coalossal","Gigantamax Form","2",NULL,"0","1","0","0","0","0","6","10","110","80","120","80","90","30",NULL,"420",NULL,"8","5","1","12","243","49","18","10",NULL,"Coal","50","255","0","0","3","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10383","10215"
"1142","840","0","Applin",NULL,NULL,NULL,"1","0","0","0","0","0","12","16","40","40","80","40","40","20",NULL,"2","5","8","5","5","2","247","82","171","7","14","Apple Core","50","52","0","0","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"840","840"
"1143","841","0","Flapple",NULL,NULL,NULL,"1","0","0","0","0","0","12","16","70","110","80","95","60","70",NULL,"3","10","8","5","5","9","247","82","55","7","14","Apple Wing","50","170","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"841","841"
"1144","841","1","Gigantamax Flapple","Gigantamax Form","2",NULL,"0","1","0","0","0","0","12","16","70","110","80","95","60","70",NULL,"240",NULL,"8","5","5","9","247","82","55","7","14","Apple Wing","50","170","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10384","10216"
"1145","842","0","Appletun",NULL,NULL,NULL,"1","0","0","0","0","0","12","16","110","85","80","100","80","30",NULL,"4","130","8","5","5","8","247","82","47","7","14","Apple Nectar","50","170","2","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"842","842"
"1146","842","1","Gigantamax Appletun","Gigantamax Form","2",NULL,"0","1","0","0","0","0","12","16","110","85","80","100","80","30",NULL,"240",NULL,"8","5","5","8","247","82","47","7","14","Apple Nectar","50","170","2","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10385","10217"
"1147","843","0","Silicobra",NULL,NULL,NULL,"1","0","0","0","0","0","5",NULL,"52","57","75","35","50","46",NULL,"22","76","8","5","5","2","245","61","8","5","14","Sand Snake","50","63","0","0","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"843","843"
"1148","844","0","Sandaconda",NULL,NULL,NULL,"1","0","0","0","0","0","5",NULL,"72","107","125","65","70","71",NULL,"38","655","8","5","5","2","245","61","8","5","14","Sand Snake","50","179","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"844","844"
"1149","844","1","Gigantamax Sandaconda","Gigantamax Form","2",NULL,"0","1","0","0","0","0","5",NULL,"72","107","125","65","70","71",NULL,"220",NULL,"8","5","5","2","245","61","8","5","14","Sand Snake","50","179","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10386","10218"
"1150","845","0","Cramorant",NULL,NULL,NULL,"1","0","0","0","0","0","3","11","70","85","55","85","95","85",NULL,"8","180","8","5","2","9","241",NULL,NULL,"2","4","Gulp","50","166","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"845","845"
"1151","845","1","Gulping Form Cramorant","Gulping Form",NULL,NULL,"0","1","1","0","0","0","3","11","70","85","55","85","95","85",NULL,"8","180","8","5","2","9","241",NULL,NULL,"2","4","Gulp","50","166","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10341","845"
"1152","845","2","Gorging Form Cramorant","Gorging Form",NULL,NULL,"0","1","1","0","0","0","3","11","70","85","55","85","95","85",NULL,"8","180","8","5","2","9","241",NULL,NULL,"2","4","Gulp","50","166","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10342","845"
"1153","846","0","Arrokuda",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"41","63","40","40","30","66",NULL,"5","10","8","5","3","3","33",NULL,"239","12",NULL,"Rush","50","56","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"846","846"
"1154","847","0","Barraskewda",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"61","123","60","60","50","136",NULL,"13","300","8","5","3","3","33",NULL,"239","12",NULL,"Skewer","50","172","0","0","0","0","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"847","847"
"1155","848","0","Toxel",NULL,NULL,NULL,"1","0","0","0","0","0","13","4","40","38","35","54","35","40",NULL,"4","110","8","5","7","6","155","9","103","15",NULL,"Baby","50","48","0","0","0","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"848","848"
"1156","849","0","Amped Toxtricity","Amped Form",NULL,NULL,"1","0","0","0","0","0","13","4","75","98","70","114","70","75",NULL,"16","400","8","5","7","6","244","57","101","8",NULL,"Punk","50","176","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"849","849"
"1157","849","1","Low Key Toxtricity","Low Key Form",NULL,NULL,"0","0","0","0","0","0","13","4","75","98","70","114","70","75",NULL,"16","400","8","5","7","6","244","58","101","8",NULL,"Punk","50","176","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10343","10184"
"1158","849","2","Gigantamax Amped Toxtricity","Gigantamax Form, Amped Form","2",NULL,"0","1","0","0","0","0","13","4","75","98","70","114","70","75",NULL,"240",NULL,"8","5","7","6","244","57","101","8",NULL,"Punk","50","176","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10387","10219"
"1159","849","3","Gigantamax Low Key Toxtricity","Gigantamax Form, Low Key Form","2",NULL,"0","1","0","0","0","0","13","4","75","98","70","114","70","75",NULL,"240",NULL,"8","5","7","6","244","58","101","8",NULL,"Punk","50","176","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10397","10228"
"1160","850","0","Sizzlipede",NULL,NULL,NULL,"1","0","0","0","0","0","10","7","50","65","45","50","50","45",NULL,"7","10","8","5","8","10","18","73","49","3",NULL,"Radiator","50","61","0","1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"850","850"
"1161","851","0","Centiskorch",NULL,NULL,NULL,"1","0","0","0","0","0","10","7","100","115","65","90","90","65",NULL,"30","1200","8","5","8","10","18","73","49","3",NULL,"Radiator","50","184","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"851","851"
"1162","851","1","Gigantamax Centiskorch","Gigantamax Form","2",NULL,"0","1","0","0","0","0","10","7","100","115","65","90","90","65",NULL,"750",NULL,"8","5","8","10","18","73","49","3",NULL,"Radiator","50","184","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10388","10220"
"1163","852","0","Clobbopus",NULL,NULL,NULL,"1","0","0","0","0","0","2",NULL,"50","68","60","50","50","32",NULL,"6","40","8","5","3","10","7",NULL,"101","2","8","Tantrum","50","62","0","1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"852","852"
"1164","853","0","Grapploct",NULL,NULL,NULL,"1","0","0","0","0","0","2",NULL,"80","118","90","70","80","42",NULL,"16","390","8","5","2","10","7",NULL,"101","2","8","Jujitsu","50","168","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"853","853"
"1165","854","0","Phony Sinistea","Phony Form",NULL,NULL,"1","0","0","0","0","0","8",NULL,"40","45","45","74","54","50",NULL,"1","2","8","1","7","1","133",NULL,"130","10","11","Black Tea","50","62","0","0","0","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"854","854"
"1166","854","1","Antique Sinistea","Antique Form",NULL,NULL,"0","0","1","0","0","0","8",NULL,"40","45","45","74","54","50",NULL,"1","2","8","1","7","1","133",NULL,"130","10","11","Black Tea","50","62","0","0","0","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10344","854"
"1167","855","0","Phony Polteageist","Phony Form",NULL,NULL,"1","0","0","0","0","0","8",NULL,"60","65","65","134","114","70",NULL,"2","4","8","1","7","1","133",NULL,"130","10","11","Black Tea","50","178","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"855","855"
"1168","855","1","Antique Polteageist","Antique Form",NULL,NULL,"0","0","1","0","0","0","8",NULL,"60","65","65","134","114","70",NULL,"2","4","8","1","7","1","133",NULL,"130","10","11","Black Tea","50","178","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10345","855"
"1169","856","0","Hatenna",NULL,NULL,NULL,"1","0","0","0","0","0","14",NULL,"42","30","45","56","53","39",NULL,"4","34","8","2","6","7","131","107","156","6",NULL,"Calm","50","53","0","0","0","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"856","856"
"1170","857","0","Hattrem",NULL,NULL,NULL,"1","0","0","0","0","0","14",NULL,"57","40","65","86","73","49",NULL,"6","48","8","2","6","12","131","107","156","6",NULL,"Serene","50","130","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"857","857"
"1171","858","0","Hatterene",NULL,NULL,NULL,"1","0","0","0","0","0","14","18","57","90","95","136","103","29",NULL,"21","51","8","2","6","5","131","107","156","6",NULL,"Silent","50","255","0","0","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"858","858"
"1172","858","1","Gigantamax Hatterene","Gigantamax Form","2",NULL,"0","1","0","0","0","0","14","18","57","90","95","136","103","29",NULL,"260",NULL,"8","2","6","5","131","107","156","6",NULL,"Silent","50","255","0","0","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10389","10221"
"1173","859","0","Impidimp",NULL,NULL,NULL,"1","0","0","0","0","0","17","18","45","45","30","55","40","50",NULL,"4","55","8","8","6","12","158","119","124","6","8","Wily","50","53","0","0","0","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"859","859"
"1174","860","0","Morgrem",NULL,NULL,NULL,"1","0","0","0","0","0","17","18","65","60","45","75","55","70",NULL,"8","125","8","8","6","12","158","119","124","6","8","Devious","50","130","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"860","860"
"1175","861","0","Grimmsnarl",NULL,NULL,NULL,"1","0","0","0","0","0","17","18","95","120","65","95","75","60",NULL,"15","610","8","8","7","12","158","119","124","6","8","Bulk Up","50","255","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"861","861"
